hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,essential_dental,provider_name,google_name,city,type,group_name,tel_no,area,location
M2173,✔,✔,✔,✔,✔,✔,✖,✖,Regional Medical And Dental Center LLC,Regional Medical And Dental Center,RAK,MEDICAL CENTER,-,07-2211999; 0507626182,AI jazeera AI Hamra,"Ground Floor, Leptis Hyper Market, AI jazeera AI Hamra - Ras AI Khaimah, UAE"
M2175,✔,✔,✔,✔,✔,✔,✖,✖,Zain Care Medical And Dental  Center LLC OPC,Zaincare Medical And Dental Center,RAK,MEDICAL CENTER,-,072433696; 0588522060,Al Nakheel,"Near Al Jisr Electronics, Al Nakheel, Ras Al Khaimah"
M2176,✔,✔,✔,✔,✔,✔,✖,✖,NAFEESA MEDICAL CENTER L.L.C,Nafeesa Medical Center Abushagara,SHARJAH,MEDICAL CENTER,-,067152940; 0585802940,Abu-shagara,"Flat No 104, First Floor, AI Thuraya Tower, Abu-shagara, Sharjah. UAE"
M2177,✔,✔,✖,✖,✖,✖,✖,✖,FAKEEH MEDICENTRES POLYCLINIC L.L.C (BRANCH) DAFZA,Fakeeh Smart Clinic - Dafza,DUBAI,MEDICAL CENTER,FAKEEH MEDICENTRES POLYCLINIC GROUP,04 414 4444; 0582977532,DAFZA,"AL TWAR SECOND-DUBAI AIRPORT  FREE ZONE 2 W G, DUBAI"
M2180,✔,✔,✔,✔,✔,✔,✖,✖,MADAWAH HEALTHCARE CLINIC L.L.C,Madawah Healthcare Clinic,DUBAI,MEDICAL CENTER,-,043415603;+971 50 231 8484,Dubai Investment Park – 2,"Fida Al Madina Hypermarket Building,  Dubai Investment Park – 2, Dubai, UAE"
M2188,✔,✔,✔,✔,✔,✔,✖,✖,Pak Satwa Poly Clinic Co. LLC,Pak Satwa Polyclinic,DUBAI,MEDICAL CENTER,-,971-42847344; 0565723124,Al Satwa,"Nae ma Ali Buamim,AI Maya Super Market Satwa, Dubai, UAE"
M774,✔,✔,✔,✔,✔,✔,✖,✖,AL AMANA MEDICAL CENTRE,Al Amanah Medical Center,SHARJAH,MEDICAL CENTER,-,65615545,AL NABBA,"Suite 308, Al Mubarak Center, Al Nabba, Sharjah"
M1932,✔,✔,✔,✔,✔,✔,✖,✖,Nucleus Clinic LLC (DUBAI MARINA),Nucleus Clinic,DUBAI,MEDICAL CENTER,-,043860199; 0563806032,DUBAI MARINA,"Office8, Al Fattan Tower, Dubai  Marina, Dubai, UAE"
M2190,✔,✔,✔,✔,✔,✔,✖,✖,NANDA MEDICAL CENTER,Nanda Medical Center,SHARJAH,MEDICAL CENTER,-,067150880; +971502520613,MALEHA ROAD,"Mashreq Bank Building, 1st Floor ,Flat No -102, Near Bil Laden Signal, Maleha Street Road, Industrial Area -11, Sharjah, UAE"
M2191,✔,✔,✔,✔,✔,✔,✖,✖,MEDHUB MEDICAL CENTER L.L.C,"Medhub Medical Center Llc, Jabel Ali",DUBAI,MEDICAL CENTER,-,04-2626991,JEBEL ALI IND AREA 2,"SHOP NO:- 23, FIRST FLOOR, THE AB MALL, JEBEL ALI INDUSTRIAL AREA 2 - DUBAI"
OTH606,✔,✔,✔,✔,✔,✔,✔,✖,SAHARA DENTAL CLINIC AND ORTHODONTIC CENTRE L.L.C,Sahara Dental Clinic In Jumeirah - Orthodontic Centre عيادة سهارا لتقويم الأسنان في جميرا، دبي,DUBAI,MEDICAL CENTER,-,0-4380466,UMM SUQUIEM 1,902 AL WASL ROARD - UMM SUQEIIM 1
OTH723,✔,✔,✔,✔,✔,✔,✔,✖,SAHARA DENTAL CLINIC AND ORTHODONTIC CENTRE L.L.C,Sahara Dental Clinic In Deira - Orthodontic Centre | عيادة سهارا لطب الأسنان في ديرة، دبي,DUBAI,MEDICAL CENTER,-,04-2736643,DERADEIRA,Port Saeed Street - Port Saeed -Deira- Dubai
